"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"11.07.2012","Wed","0.53125","0.54750","0.59163","0.68025","0.85213","1.13188","1.62963"
"10.07.2012","Tue","0.53688","0.55250","0.59475","0.68525","0.85963","1.14125","1.63713"
"09.07.2012","Mon","0.53750","0.55313","0.59788","0.68900","0.86463","1.15188","1.64338"
"06.07.2012","Fri","0.53750","0.55375","0.59975","0.69088","0.86775","1.15375","1.64650"
"05.07.2012","Thu","0.54250","0.55875","0.60913","0.70025","0.87713","1.16188","1.65650"
"04.07.2012","Wed","0.54250","0.56000","0.61163","0.70150","0.87900","1.16438","1.66275"
"03.07.2012","Tue","0.54438","0.56188","0.61225","0.70588","0.88338","1.16750","1.66838"
"02.07.2012","Mon","0.54438","0.56188","0.61350","0.70838","0.88875","1.17250","1.67525"
"29.06.2012","Fri","0.54563","0.56313","0.61600","0.71213","0.89500","1.17750","1.68025"
"28.06.2012","Thu","0.54438","0.56188","0.61600","0.71213","0.89688","1.17813","1.68338"
"27.06.2012","Wed","0.54438","0.56250","0.61850","0.71463","0.89813","1.18063","1.68713"
"26.06.2012","Tue","0.54438","0.56250","0.62038","0.71838","0.90188","1.18438","1.69088"
"25.06.2012","Mon","0.54438","0.56250","0.62163","0.71963","0.90438","1.18688","1.69338"
"22.06.2012","Fri","0.54438","0.56375","0.62350","0.72213","0.90813","1.19063","1.69963"
"21.06.2012","Thu","0.54438","0.56375","0.62850","0.72963","0.91525","1.19500","1.70713"
"20.06.2012","Wed","0.54438","0.56375","0.63100","0.73213","0.91775","1.19813","1.71213"
"19.06.2012","Tue","0.54438","0.56375","0.63350","0.73463","0.92150","1.20438","1.71900"
"18.06.2012","Mon","0.54375","0.56375","0.63600","0.73963","0.93063","1.22063","1.73438"
"15.06.2012","Fri","0.54813","0.56500","0.64975","0.75275","0.95088","1.24188","1.76938"
"14.06.2012","Thu","0.55000","0.57063","0.66313","0.78438","0.99000","1.30625","1.83088"
"13.06.2012","Wed","0.55000","0.57063","0.66438","0.78563","0.99000","1.30688","1.83213"
"12.06.2012","Tue","0.54938","0.57063","0.66500","0.78625","0.99063","1.30750","1.83275"
"11.06.2012","Mon","0.54938","0.57063","0.66500","0.78625","0.99063","1.30750","1.83400"
"08.06.2012","Fri","0.55063","0.57188","0.66750","0.78750","0.99063","1.30750","1.83400"
"07.06.2012","Thu","0.55063","0.57188","0.66750","0.78750","0.99063","1.30875","1.83400"
"06.06.2012","Wed","0.55063","0.57188","0.66750","0.78750","0.99063","1.30875","1.83525"
"01.06.2012","Fri","0.55063","0.57188","0.66750","0.78750","0.99063","1.30875","1.83525"
"31.05.2012","Thu","0.55313","0.57250","0.67000","0.79000","0.99313","1.31125","1.83775"
"30.05.2012","Wed","0.55063","0.57250","0.67125","0.79125","0.99438","1.31125","1.83775"
"29.05.2012","Tue","0.55063","0.57250","0.67188","0.79188","0.99500","1.31313","1.83838"
"28.05.2012","Mon","0.55063","0.57375","0.67188","0.79250","0.99625","1.31438","1.83963"
"25.05.2012","Fri","0.55063","0.57563","0.67250","0.79375","0.99750","1.31688","1.84244"
"24.05.2012","Thu","0.55063","0.57563","0.67313","0.79438","0.99938","1.31688","1.84494"
"23.05.2012","Wed","0.55063","0.57563","0.67375","0.79500","1.00125","1.32125","1.84931"
"22.05.2012","Tue","0.55063","0.57563","0.67563","0.79813","1.00313","1.32438","1.85306"
"21.05.2012","Mon","0.55188","0.57688","0.67750","0.80000","1.00500","1.32500","1.85431"
"18.05.2012","Fri","0.55188","0.57688","0.67875","0.80125","1.00625","1.32625","1.85525"
"17.05.2012","Thu","0.55188","0.57688","0.67938","0.80250","1.00750","1.32781","1.85900"
"16.05.2012","Wed","0.55188","0.57688","0.67938","0.80250","1.00750","1.32781","1.85900"
"15.05.2012","Tue","0.55188","0.57688","0.67938","0.80250","1.00750","1.32781","1.85900"
"14.05.2012","Mon","0.55188","0.57688","0.67938","0.80250","1.00750","1.32781","1.85900"
"11.05.2012","Fri","0.55188","0.57813","0.68188","0.80500","1.00875","1.32906","1.85900"
"10.05.2012","Thu","0.55188","0.57813","0.68188","0.80563","1.00875","1.33031","1.85900"
"09.05.2012","Wed","0.55188","0.57813","0.68313","0.80688","1.01000","1.33031","1.85900"
"08.05.2012","Tue","0.55188","0.57813","0.68313","0.80688","1.01000","1.33031","1.85900"
"04.05.2012","Fri","0.55188","0.57688","0.68375","0.80875","1.01063","1.33281","1.86150"
"03.05.2012","Thu","0.55250","0.57813","0.68438","0.80938","1.01125","1.33344","1.86275"
"02.05.2012","Wed","0.55250","0.57813","0.68438","0.80938","1.01125","1.33344","1.86275"
"01.05.2012","Tue","0.55250","0.57875","0.68563","0.81063","1.01250","1.33344","1.86275"
"30.04.2012","Mon","0.55500","0.57875","0.68563","0.81063","1.01250","1.33344","1.86275"
"27.04.2012","Fri","0.55250","0.57875","0.68563","0.81063","1.01250","1.33344","1.86275"
"26.04.2012","Thu","0.55250","0.57875","0.68625","0.81125","1.01313","1.33344","1.86338"
"25.04.2012","Wed","0.55250","0.57875","0.68625","0.81125","1.01313","1.33344","1.86400"
"24.04.2012","Tue","0.55250","0.57875","0.68750","0.81250","1.01438","1.33469","1.86400"
"23.04.2012","Mon","0.55250","0.57875","0.68750","0.81250","1.01438","1.33469","1.86275"
"20.04.2012","Fri","0.55250","0.57875","0.68750","0.81250","1.01313","1.33344","1.86088"
"19.04.2012","Thu","0.55250","0.57875","0.68875","0.81250","1.01313","1.33281","1.86025"
"18.04.2012","Wed","0.55250","0.57875","0.68875","0.81375","1.01438","1.33281","1.86025"
"17.04.2012","Tue","0.55313","0.57938","0.68938","0.81438","1.01563","1.33281","1.85900"
"16.04.2012","Mon","0.55313","0.58000","0.68913","0.81588","1.01750","1.33063","1.85650"
"13.04.2012","Fri","0.55313","0.58000","0.68913","0.81713","1.01875","1.33063","1.85650"
"12.04.2012","Thu","0.55313","0.58000","0.68913","0.81838","1.02063","1.33063","1.85650"
"11.04.2012","Wed","0.55313","0.58000","0.68913","0.81838","1.02125","1.33313","1.85650"
"10.04.2012","Tue","0.55313","0.58000","0.69038","0.81963","1.02250","1.33563","1.85775"
"05.04.2012","Thu","0.55313","0.58000","0.69038","0.81963","1.02250","1.33938","1.85900"
"04.04.2012","Wed","0.55313","0.58000","0.69038","0.81963","1.02250","1.34063","1.86025"
"03.04.2012","Tue","0.55313","0.58000","0.69163","0.81963","1.02375","1.34438","1.86244"
"02.04.2012","Mon","0.55375","0.58094","0.69350","0.82088","1.02563","1.34563","1.86306"
"30.03.2012","Fri","0.55688","0.58219","0.69600","0.82213","1.02688","1.34563","1.86306"
"29.03.2012","Thu","0.55500","0.58219","0.69600","0.82275","1.02813","1.34688","1.86306"
"28.03.2012","Wed","0.55500","0.58250","0.69725","0.82463","1.02963","1.34938","1.86431"
"27.03.2012","Tue","0.55500","0.58344","0.69913","0.82713","1.03150","1.34938","1.86556"
"26.03.2012","Mon","0.55500","0.58500","0.70038","0.82838","1.03213","1.34969","1.86556"
"23.03.2012","Fri","0.55500","0.58531","0.70038","0.82838","1.03244","1.35344","1.86681"
"22.03.2012","Thu","0.55500","0.58531","0.70038","0.82838","1.03244","1.35344","1.86681"
"21.03.2012","Wed","0.55500","0.58531","0.70350","0.82931","1.03431","1.35344","1.86744"
"20.03.2012","Tue","0.55500","0.58531","0.70600","0.83119","1.03556","1.35469","1.86806"
"19.03.2012","Mon","0.55500","0.58531","0.70725","0.83181","1.03681","1.35469","1.86963"
"16.03.2012","Fri","0.55500","0.58531","0.70913","0.83056","1.03619","1.35469","1.86838"
"15.03.2012","Thu","0.55500","0.58706","0.71413","0.83431","1.03869","1.35594","1.86838"
"14.03.2012","Wed","0.55500","0.58706","0.71538","0.83556","1.03869","1.35719","1.86838"
"13.03.2012","Tue","0.55531","0.58738","0.71663","0.83713","1.03900","1.35875","1.86869"
"12.03.2012","Mon","0.55594","0.58925","0.71788","0.83775","1.03963","1.36063","1.87056"
"09.03.2012","Fri","0.55656","0.59050","0.72038","0.83900","1.04088","1.36188","1.87056"
"08.03.2012","Thu","0.55656","0.59050","0.72038","0.83900","1.04088","1.36313","1.87056"
"07.03.2012","Wed","0.55656","0.59050","0.72100","0.83900","1.04088","1.36563","1.87306"
"06.03.2012","Tue","0.55656","0.59050","0.72225","0.84150","1.04338","1.36563","1.87431"
"05.03.2012","Mon","0.55656","0.59050","0.72350","0.84400","1.04590","1.36813","1.87556"
"02.03.2012","Fri","0.55688","0.59050","0.72756","0.84556","1.04740","1.37219","1.87963"
"01.03.2012","Thu","0.55688","0.59300","0.73256","0.85213","1.05530","1.37625","1.88244"
"29.02.2012","Wed","0.55875","0.59644","0.73819","0.85775","1.05960","1.37938","1.88306"
"28.02.2012","Tue","0.55875","0.59894","0.74069","0.85900","1.06090","1.37938","1.88306"
"27.02.2012","Mon","0.55875","0.59894","0.74381","0.86025","1.06240","1.38088","1.88456"
"24.02.2012","Fri","0.55875","0.60144","0.74631","0.86150","1.06490","1.38213","1.88581"
"23.02.2012","Thu","0.55875","0.60269","0.74631","0.86150","1.06610","1.38463","1.88706"
"22.02.2012","Wed","0.55906","0.60563","0.74788","0.86431","1.06640","1.38619","1.88863"
"21.02.2012","Tue","0.55938","0.60594","0.75194","0.86713","1.06930","1.38650","1.88894"
"20.02.2012","Mon","0.55969","0.60625","0.75350","0.86869","1.07080","1.38681","1.88894"
"17.02.2012","Fri","0.56094","0.60750","0.75600","0.87119","1.07300","1.38775","1.88863"
"16.02.2012","Thu","0.56094","0.60750","0.75725","0.87244","1.07430","1.38900","1.88988"
"15.02.2012","Wed","0.56250","0.60906","0.75881","0.87525","1.07580","1.39025","1.89113"
"14.02.2012","Tue","0.56250","0.60906","0.76006","0.87650","1.07710","1.39150","1.89238"
"13.02.2012","Mon","0.56500","0.61281","0.76131","0.87650","1.07710","1.39150","1.89238"
"10.02.2012","Fri","0.56250","0.61156","0.76131","0.87650","1.07710","1.39150","1.89238"
"09.02.2012","Thu","0.56250","0.61156","0.76131","0.87650","1.07710","1.39150","1.89238"
"08.02.2012","Wed","0.56375","0.61156","0.76256","0.87650","1.07710","1.39150","1.89238"
"07.02.2012","Tue","0.56500","0.61156","0.76256","0.87650","1.07710","1.39150","1.89238"
"06.02.2012","Mon","0.56750","0.61281","0.76256","0.87650","1.07710","1.39150","1.89238"
"03.02.2012","Fri","0.57125","0.61438","0.76413","0.87681","1.07740","1.39181","1.89269"
"02.02.2012","Thu","0.57156","0.61844","0.76694","0.87963","1.08020","1.39313","1.89300"
"01.02.2012","Wed","0.57313","0.62125","0.76850","0.88119","1.08180","1.39344","1.89331"
"31.01.2012","Tue","0.57438","0.62250","0.76850","0.88119","1.08300","1.39344","1.89331"
"30.01.2012","Mon","0.57438","0.62250","0.76850","0.88119","1.08300","1.39344","1.89331"
"27.01.2012","Fri","0.57469","0.62406","0.77256","0.88275","1.08460","1.39375","1.89363"
"26.01.2012","Thu","0.57469","0.62531","0.77381","0.88556","1.08610","1.39531","1.89519"
"25.01.2012","Wed","0.57500","0.62688","0.77538","0.88650","1.08710","1.39563","1.89675"
"24.01.2012","Tue","0.57500","0.62688","0.77788","0.88900","1.08960","1.39438","1.89363"
"23.01.2012","Mon","0.57500","0.62688","0.77788","0.88900","1.08960","1.39313","1.89206"
"20.01.2012","Fri","0.57500","0.62688","0.77788","0.88900","1.08960","1.39313","1.89081"
"19.01.2012","Thu","0.57500","0.62688","0.77788","0.88900","1.08960","1.39188","1.88956"
"18.01.2012","Wed","0.57500","0.62688","0.77788","0.88900","1.08960","1.39063","1.88581"
"17.01.2012","Tue","0.57500","0.62688","0.77788","0.88775","1.08960","1.38838","1.88456"
"16.01.2012","Mon","0.57500","0.62688","0.77788","0.88775","1.08960","1.38838","1.88456"
"13.01.2012","Fri","0.57500","0.62688","0.77788","0.88775","1.08960","1.38838","1.88456"
"12.01.2012","Thu","0.57500","0.62688","0.77788","0.88775","1.08960","1.38838","1.88456"
"11.01.2012","Wed","0.57500","0.62813","0.77788","0.88775","1.08890","1.38713","1.88331"
"10.01.2012","Tue","0.57625","0.62906","0.77756","0.88744","1.08860","1.38681","1.88300"
"09.01.2012","Mon","0.57875","0.62906","0.77506","0.88556","1.08710","1.38525","1.88144"
"06.01.2012","Fri","0.58000","0.62906","0.77444","0.88494","1.08640","1.38338","1.87956"
"05.01.2012","Thu","0.58000","0.62906","0.77384","0.88434","1.08580","1.38278","1.87772"
"04.01.2012","Wed","0.58000","0.62906","0.77325","0.88375","1.08530","1.38094","1.87713"
"03.01.2012","Tue","0.58000","0.62906","0.77269","0.88319","1.08410","1.37875","1.87469"
"30.12.2011","Fri","0.58313","0.63031","0.77019","0.88181","1.08010","1.37575","1.87069"
"29.12.2011","Thu","0.58000","0.62906","0.76881","0.88169","1.07870","1.37438","1.86931"
"28.12.2011","Wed","0.58000","0.62906","0.76806","0.88094","1.07780","1.37350","1.86844"
"23.12.2011","Fri","0.58000","0.62906","0.76763","0.88038","1.07730","1.37294","1.86663"
"22.12.2011","Thu","0.58000","0.62906","0.76750","0.87856","1.07480","1.37063","1.86419"
"21.12.2011","Wed","0.58000","0.62906","0.76719","0.87813","1.07180","1.36619","1.85863"
"20.12.2011","Tue","0.58000","0.62906","0.76688","0.87781","1.06990","1.36306","1.85425"
"19.12.2011","Mon","0.58000","0.62875","0.76594","0.87688","1.06520","1.35713","1.84956"
"16.12.2011","Fri","0.58000","0.62875","0.76425","0.87519","1.06480","1.35531","1.84650"
"15.12.2011","Thu","0.58000","0.62875","0.76206","0.87300","1.06130","1.35188","1.84306"
"14.12.2011","Wed","0.58000","0.62875","0.75975","0.87038","1.05870","1.34925","1.84044"
"13.12.2011","Tue","0.58000","0.62875","0.75631","0.86694","1.05530","1.34581","1.83888"
"12.12.2011","Mon","0.58000","0.62875","0.75475","0.86538","1.05360","1.34413","1.83594"
"09.12.2011","Fri","0.58000","0.62875","0.75194","0.86131","1.05200","1.34256","1.83438"
"08.12.2011","Thu","0.58250","0.62750","0.74913","0.85850","1.04830","1.34006","1.83188"
"07.12.2011","Wed","0.58250","0.62750","0.74663","0.85725","1.04640","1.33944","1.83125"
"06.12.2011","Tue","0.58250","0.62750","0.74663","0.85725","1.04510","1.33819","1.83000"
"05.12.2011","Mon","0.58250","0.62750","0.74413","0.85350","1.04010","1.33406","1.82500"
"02.12.2011","Fri","0.58250","0.62750","0.74288","0.85225","1.03890","1.33194","1.82375"
"01.12.2011","Thu","0.58250","0.62750","0.74288","0.85225","1.03825","1.33069","1.82250"
"30.11.2011","Wed","0.58250","0.62969","0.74163","0.85350","1.03825","1.33156","1.82250"
"29.11.2011","Tue","0.58250","0.62875","0.73975","0.85288","1.03513","1.33156","1.82250"
"28.11.2011","Mon","0.58250","0.62875","0.73975","0.85288","1.03388","1.33156","1.82250"
"25.11.2011","Fri","0.58250","0.62875","0.73975","0.85163","1.03263","1.33031","1.82125"
"24.11.2011","Thu","0.58250","0.62750","0.73663","0.84850","1.02950","1.32563","1.81656"
"23.11.2011","Wed","0.58250","0.62750","0.73631","0.84694","1.02763","1.32125","1.81219"
"22.11.2011","Tue","0.58250","0.62750","0.73225","0.84131","1.02450","1.31313","1.80406"
"21.11.2011","Mon","0.58500","0.62750","0.73213","0.84119","1.02063","1.30938","1.80031"
"18.11.2011","Fri","0.58250","0.62750","0.72938","0.83969","1.01869","1.30544","1.79625"
"17.11.2011","Thu","0.58250","0.62625","0.72788","0.83406","1.01181","1.30125","1.79094"
"16.11.2011","Wed","0.58250","0.62625","0.72631","0.83156","1.00900","1.29969","1.78906"
"15.11.2011","Tue","0.58250","0.62625","0.72506","0.83144","1.00763","1.29844","1.78656"
"14.11.2011","Mon","0.58250","0.62625","0.72506","0.83131","1.00703","1.29531","1.78531"
"11.11.2011","Fri","0.58250","0.62625","0.72475","0.83100","1.00672","1.29375","1.78375"
"10.11.2011","Thu","0.58250","0.62625","0.72431","0.83044","1.00438","1.29188","1.78219"
"09.11.2011","Wed","0.58250","0.62500","0.72306","0.82919","0.99813","1.28419","1.77438"
"08.11.2011","Tue","0.58250","0.62469","0.72106","0.82706","0.99713","1.28219","1.77094"
"07.11.2011","Mon","0.58250","0.62344","0.71700","0.82288","0.99419","1.27813","1.76688"
"04.11.2011","Fri","0.58250","0.62219","0.71700","0.82256","0.99263","1.27744","1.76656"
"03.11.2011","Thu","0.58250","0.62219","0.71575","0.82100","0.99231","1.27588","1.76500"
"02.11.2011","Wed","0.58250","0.62219","0.70938","0.81713","0.98956","1.27313","1.76219"
"01.11.2011","Tue","0.58250","0.62188","0.70863","0.81625","0.98869","1.26975","1.76156"
"31.10.2011","Mon","0.58250","0.62188","0.70475","0.81331","0.98669","1.26806","1.76031"
"28.10.2011","Fri","0.58250","0.62063","0.70600","0.81331","0.98669","1.26806","1.76031"
"27.10.2011","Thu","0.58250","0.62063","0.70475","0.81206","0.98544","1.26681","1.75906"
"26.10.2011","Wed","0.58250","0.62313","0.70475","0.81206","0.98544","1.26681","1.75906"
"25.10.2011","Tue","0.58250","0.62281","0.70306","0.81025","0.98475","1.26375","1.75625"
"24.10.2011","Mon","0.58250","0.62281","0.70306","0.80744","0.98169","1.25969","1.75219"
"21.10.2011","Fri","0.58250","0.62031","0.70250","0.80406","0.97856","1.25775","1.74938"
"20.10.2011","Thu","0.58375","0.62031","0.69956","0.80113","0.97406","1.25450","1.74500"
"19.10.2011","Wed","0.58375","0.62031","0.69800","0.79931","0.96975","1.25050","1.74125"
"18.10.2011","Tue","0.58375","0.61906","0.69650","0.79906","0.96825","1.24900","1.73875"
"17.10.2011","Mon","0.58375","0.61906","0.69494","0.79625","0.96669","1.24744","1.73844"
"14.10.2011","Fri","0.58375","0.61781","0.69369","0.79581","0.96500","1.24575","1.73656"
"13.10.2011","Thu","0.58375","0.61781","0.69325","0.79538","0.96375","1.24500","1.73563"
"12.10.2011","Wed","0.58250","0.61656","0.69325","0.79525","0.96250","1.24375","1.73438"
"11.10.2011","Tue","0.58250","0.61656","0.69325","0.79513","0.96125","1.24250","1.73188"
"10.10.2011","Mon","0.58375","0.61656","0.69325","0.79263","0.95875","1.23975","1.72813"
"07.10.2011","Fri","0.58500","0.61906","0.69200","0.79013","0.95875","1.23850","1.72500"
"06.10.2011","Thu","0.58500","0.62156","0.69425","0.79113","0.96000","1.23763","1.72250"
"05.10.2011","Wed","0.58750","0.62281","0.69400","0.79088","0.95938","1.23550","1.72063"
"04.10.2011","Tue","0.58875","0.62219","0.69375","0.79063","0.95688","1.23400","1.71938"
"03.10.2011","Mon","0.58875","0.62094","0.69300","0.78875","0.95375","1.23063","1.71625"
"30.09.2011","Fri","0.62375","0.62469","0.69150","0.78750","0.95250","1.23063","1.71625"
"29.09.2011","Thu","0.58375","0.61781","0.68938","0.78663","0.94938","1.23000","1.71500"
"28.09.2011","Wed","0.58375","0.61656","0.68688","0.78275","0.94313","1.22500","1.71000"
"27.09.2011","Tue","0.58438","0.61531","0.68413","0.78000","0.94125","1.22188","1.70563"
"26.09.2011","Mon","0.58438","0.61531","0.68388","0.77750","0.93625","1.21938","1.70188"
"23.09.2011","Fri","0.58313","0.61281","0.68113","0.77469","0.93344","1.21688","1.69938"
"22.09.2011","Thu","0.58313","0.61281","0.67944","0.77363","0.93156","1.21500","1.69688"
"21.09.2011","Wed","0.58313","0.61250","0.67788","0.76925","0.92844","1.20906","1.69219"
"20.09.2011","Tue","0.58313","0.61250","0.67788","0.76800","0.92469","1.20656","1.68844"
"19.09.2011","Mon","0.58313","0.61250","0.67481","0.76400","0.92188","1.20250","1.68438"
"16.09.2011","Fri","0.58313","0.61125","0.67263","0.76150","0.91906","1.20094","1.68188"
"15.09.2011","Thu","0.58063","0.61000","0.67013","0.76063","0.91781","1.19969","1.68063"
"14.09.2011","Wed","0.58063","0.61000","0.66875","0.75938","0.91500","1.19750","1.67813"
"13.09.2011","Tue","0.58063","0.61000","0.66863","0.75906","0.91219","1.19594","1.67656"
"12.09.2011","Mon","0.58063","0.61000","0.66806","0.75875","0.90906","1.19344","1.67375"
"09.09.2011","Fri","0.58063","0.61000","0.66625","0.75563","0.90469","1.18969","1.66906"
"08.09.2011","Thu","0.58188","0.60875","0.66456","0.75219","0.90063","1.18438","1.66250"
"07.09.2011","Wed","0.58063","0.60750","0.66300","0.74813","0.89656","1.18031","1.65719"
"06.09.2011","Tue","0.58063","0.60750","0.66263","0.74563","0.89344","1.17719","1.65406"
"05.09.2011","Mon","0.58438","0.60750","0.66044","0.74469","0.89031","1.17531","1.65219"
"02.09.2011","Fri","0.58063","0.60625","0.66031","0.74313","0.88875","1.17500","1.65188"
"01.09.2011","Thu","0.58063","0.60625","0.66006","0.74281","0.88813","1.17438","1.65094"
"31.08.2011","Wed","0.58438","0.60750","0.66069","0.74156","0.88625","1.17281","1.64969"
"30.08.2011","Tue","0.58000","0.60563","0.65544","0.74031","0.88344","1.17000","1.64719"
"26.08.2011","Fri","0.58000","0.60563","0.65481","0.73906","0.88219","1.16750","1.64344"
"25.08.2011","Thu","0.58000","0.60563","0.65469","0.73906","0.87969","1.16500","1.64219"
"24.08.2011","Wed","0.58000","0.60563","0.65469","0.73906","0.87969","1.16500","1.63969"
"23.08.2011","Tue","0.58000","0.60563","0.65469","0.73656","0.87688","1.15969","1.63563"
"22.08.2011","Mon","0.58000","0.60563","0.65438","0.73438","0.87188","1.15656","1.63125"
"19.08.2011","Fri","0.57938","0.60375","0.65250","0.73125","0.86719","1.15156","1.62563"
"18.08.2011","Thu","0.57938","0.60125","0.65188","0.72906","0.86281","1.14625","1.61906"
"17.08.2011","Wed","0.57938","0.60250","0.65094","0.72656","0.85844","1.14375","1.61375"
"16.08.2011","Tue","0.57938","0.60188","0.65031","0.72531","0.85719","1.14281","1.61313"
"15.08.2011","Mon","0.57688","0.59938","0.64906","0.72344","0.85219","1.13813","1.60875"
"12.08.2011","Fri","0.57563","0.59813","0.64781","0.72219","0.85094","1.13688","1.60625"
"11.08.2011","Thu","0.57563","0.59688","0.64500","0.71938","0.84688","1.13250","1.60250"
"10.08.2011","Wed","0.57438","0.59688","0.64375","0.71813","0.84250","1.12844","1.60000"
"09.08.2011","Tue","0.57438","0.59688","0.64375","0.71813","0.84188","1.12781","1.60000"
"08.08.2011","Mon","0.57313","0.59563","0.64188","0.71625","0.83813","1.12531","1.59781"
"05.08.2011","Fri","0.57313","0.59563","0.63688","0.71125","0.83438","1.11906","1.59094"
"04.08.2011","Thu","0.57063","0.59438","0.63375","0.70938","0.83438","1.11844","1.59281"
"03.08.2011","Wed","0.57438","0.59438","0.63375","0.70813","0.83438","1.11875","1.59344"
"02.08.2011","Tue","0.57625","0.59663","0.63344","0.70719","0.83344","1.11781","1.59094"
"01.08.2011","Mon","0.56875","0.59438","0.63188","0.70656","0.83281","1.11500","1.58781"
"29.07.2011","Fri","0.57125","0.59688","0.63188","0.70656","0.83281","1.11500","1.58781"
"28.07.2011","Thu","0.56500","0.59438","0.63188","0.70656","0.83281","1.11500","1.58781"
"27.07.2011","Wed","0.56375","0.59313","0.63188","0.70656","0.83281","1.11500","1.58813"
"26.07.2011","Tue","0.56375","0.59313","0.63188","0.70656","0.83281","1.11388","1.58813"
"25.07.2011","Mon","0.56438","0.59313","0.63188","0.70656","0.83281","1.11388","1.58781"
"22.07.2011","Fri","0.56438","0.59313","0.63188","0.70656","0.83281","1.11388","1.58844"
"21.07.2011","Thu","0.56438","0.59188","0.63188","0.70656","0.83281","1.11388","1.58844"
"20.07.2011","Wed","0.56438","0.58969","0.63063","0.70531","0.83031","1.11231","1.58656"
"19.07.2011","Tue","0.56438","0.58969","0.63063","0.70531","0.82906","1.10981","1.58531"
"18.07.2011","Mon","0.56563","0.58969","0.62938","0.70531","0.82781","1.10856","1.58156"
"15.07.2011","Fri","0.56563","0.58969","0.62906","0.70469","0.82719","1.10669","1.58000"
"14.07.2011","Thu","0.56438","0.58969","0.62906","0.70469","0.82719","1.10669","1.58000"
"13.07.2011","Wed","0.56438","0.58969","0.62906","0.70469","0.82719","1.10669","1.58000"
"12.07.2011","Tue","0.56438","0.58969","0.62906","0.70469","0.82719","1.10669","1.58000"
"11.07.2011","Mon","0.56563","0.58938","0.62813","0.70375","0.82625","1.10438","1.57906"
"08.07.2011","Fri","0.56563","0.58938","0.62813","0.70375","0.82625","1.10438","1.57969"
"07.07.2011","Thu","0.56563","0.58938","0.62813","0.70375","0.82625","1.10438","1.57938"
"06.07.2011","Wed","0.56563","0.58938","0.62813","0.70188","0.82563","1.10438","1.57875"
"05.07.2011","Tue","0.56563","0.58938","0.62813","0.70188","0.82563","1.10438","1.57875"
"04.07.2011","Mon","0.56563","0.58938","0.62813","0.70188","0.82563","1.10438","1.57875"
"01.07.2011","Fri","0.56813","0.59063","0.62813","0.70188","0.82563","1.10438","1.57875"
"30.06.2011","Thu","0.67125","0.59563","0.63094","0.70188","0.82563","1.10438","1.57875"
"29.06.2011","Wed","0.56688","0.58938","0.62938","0.70188","0.82563","1.10438","1.57875"
"28.06.2011","Tue","0.56563","0.58813","0.62875","0.70125","0.82500","1.10250","1.57625"
"27.06.2011","Mon","0.56563","0.58813","0.62750","0.70125","0.82500","1.10250","1.57625"
"24.06.2011","Fri","0.56563","0.58813","0.62750","0.70125","0.82500","1.10250","1.57625"
"23.06.2011","Thu","0.56563","0.58813","0.62750","0.70125","0.82500","1.10250","1.57625"
"22.06.2011","Wed","0.56688","0.58938","0.62750","0.70125","0.82500","1.10125","1.57500"
"21.06.2011","Tue","0.56688","0.58938","0.62750","0.70125","0.82500","1.10188","1.57688"
"20.06.2011","Mon","0.56688","0.58938","0.62750","0.70125","0.82500","1.10188","1.57688"
"17.06.2011","Fri","0.56688","0.58938","0.62750","0.70125","0.82500","1.10250","1.57688"
"16.06.2011","Thu","0.56688","0.58938","0.62750","0.70125","0.82500","1.10250","1.57625"
"15.06.2011","Wed","0.56688","0.58775","0.62438","0.69938","0.82438","1.10125","1.57625"
"14.06.2011","Tue","0.56688","0.58775","0.62438","0.69938","0.82438","1.10125","1.57625"
"13.06.2011","Mon","0.56938","0.59025","0.62438","0.69938","0.82438","1.10125","1.57625"
"10.06.2011","Fri","0.56938","0.59025","0.62438","0.69813","0.82438","1.10125","1.57688"
"09.06.2011","Thu","0.56938","0.59025","0.62438","0.69938","0.82438","1.10313","1.57938"
"08.06.2011","Wed","0.57063","0.59025","0.62438","0.69938","0.82438","1.10438","1.58000"
"07.06.2011","Tue","0.56813","0.58775","0.62500","0.70000","0.82500","1.10500","1.58188"
"06.06.2011","Mon","0.56813","0.58775","0.62500","0.70000","0.82625","1.10500","1.58250"
"03.06.2011","Fri","0.56938","0.58775","0.62500","0.70000","0.82625","1.10500","1.58250"
"02.06.2011","Thu","0.56688","0.58650","0.62500","0.70000","0.82625","1.10500","1.58250"
"01.06.2011","Wed","0.56813","0.58775","0.62500","0.70000","0.82625","1.10750","1.58500"
"31.05.2011","Tue","0.56813","0.58650","0.62500","0.70000","0.82625","1.10750","1.58500"
"27.05.2011","Fri","0.56563","0.58650","0.62500","0.70000","0.82625","1.10688","1.58438"
"26.05.2011","Thu","0.56438","0.58650","0.62500","0.70000","0.82625","1.10688","1.58563"
"25.05.2011","Wed","0.56438","0.58650","0.62500","0.70000","0.82625","1.10688","1.58563"
"24.05.2011","Tue","0.56500","0.58650","0.62500","0.70000","0.82625","1.10750","1.58656"
"23.05.2011","Mon","0.56500","0.58650","0.62500","0.69938","0.82438","1.10750","1.58531"
"20.05.2011","Fri","0.56900","0.58650","0.62500","0.69938","0.82438","1.10938","1.58719"
"19.05.2011","Thu","0.57025","0.58775","0.62500","0.69938","0.82313","1.10938","1.58781"
"18.05.2011","Wed","0.57150","0.58775","0.62438","0.69875","0.82250","1.10875","1.58656"
