"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"27.10.2004","Wed","4.69625","4.77500","4.83000","4.86000","4.89313","4.94875","4.99375"
"26.10.2004","Tue","4.68938","4.75750","4.83000","4.86000","4.89375","4.94125","4.98625"
"25.10.2004","Mon","4.90625","4.81281","4.83125","4.86375","4.89750","4.94125","4.98625"
"22.10.2004","Fri","4.88000","4.81406","4.83250","4.86250","4.89750","4.94375","5.00125"
"21.10.2004","Thu","4.81313","4.80375","4.83000","4.86375","4.89875","4.95000","5.01750"
"20.10.2004","Wed","4.69625","4.78125","4.83125","4.86000","4.89375","4.94250","5.00250"
"19.10.2004","Tue","4.85625","4.80875","4.83375","4.86250","4.89250","4.95000","5.03250"
"18.10.2004","Mon","4.70125","4.76250","4.83375","4.86250","4.89250","4.95438","5.04875"
"15.10.2004","Fri","4.69750","4.76750","4.83125","4.86125","4.89438","4.95313","5.04000"
"14.10.2004","Thu","4.80250","4.80500","4.83250","4.86250","4.89625","4.95625","5.04000"
"13.10.2004","Wed","4.70000","4.76250","4.83375","4.86500","4.89500","4.96000","5.03875"
"12.10.2004","Tue","4.69063","4.75500","4.83125","4.86125","4.89313","4.95500","5.02750"
"11.10.2004","Mon","4.69750","4.75625","4.83750","4.87000","4.90625","4.97625","5.06250"
"08.10.2004","Fri","4.80031","4.81000","4.83875","4.87063","4.91000","4.98375","5.08688"
"07.10.2004","Thu","4.87875","4.80500","4.84125","4.87688","4.91000","4.98563","5.09875"
"06.10.2004","Wed","4.67719","4.75000","4.83875","4.87625","4.91000","4.98500","5.08750"
"05.10.2004","Tue","4.70000","4.75250","4.84125","4.87625","4.91375","5.00000","5.10750"
"04.10.2004","Mon","5.21000","4.87750","4.84875","4.88000","4.91563","4.99875","5.10750"
"01.10.2004","Fri","4.70250","4.75375","4.84500","4.87625","4.91625","4.99250","5.10000"
"30.09.2004","Thu","4.71500","4.77250","4.84500","4.87750","4.91875","4.99625","5.10375"
"29.09.2004","Wed","4.94438","4.85813","4.85250","4.88875","4.93625","5.04500","5.16750"
"28.09.2004","Tue","4.87625","4.80906","4.85000","4.88625","4.93375","5.03750","5.14625"
"27.09.2004","Mon","4.68438","4.75000","4.84875","4.88500","4.93875","5.04000","5.16875"
"24.09.2004","Fri","4.64250","4.75000","4.85000","4.88875","4.94000","5.04375","5.17688"
"23.09.2004","Thu","4.81781","4.78250","4.85000","4.88813","4.94000","5.03563","5.15000"
"22.09.2004","Wed","4.75000","4.76375","4.85000","4.88875","4.94500","5.03625","5.14625"
"21.09.2004","Tue","4.64438","4.80656","4.85000","4.89000","4.95000","5.05250","5.19250"
"20.09.2004","Mon","4.73500","4.80906","4.85375","4.89000","4.95000","5.06000","5.20375"
"17.09.2004","Fri","5.04500","4.83031","4.85250","4.89250","4.95000","5.06000","5.19750"
"16.09.2004","Thu","4.95500","4.83500","4.85125","4.89125","4.95375","5.06875","5.22750"
"15.09.2004","Wed","4.70500","4.78000","4.84875","4.88375","4.94938","5.04063","5.15750"
"14.09.2004","Tue","4.65344","4.76750","4.85000","4.89125","4.95000","5.04875","5.17375"
"13.09.2004","Mon","4.81188","4.81313","4.84875","4.89000","4.95000","5.05000","5.18375"
"10.09.2004","Fri","4.64000","4.75000","4.84750","4.88625","4.94875","5.04625","5.18375"
"09.09.2004","Thu","4.75000","4.75375","4.85625","4.89000","4.95250","5.05000","5.19625"
"08.09.2004","Wed","4.87688","4.81406","4.85875","4.89125","4.95438","5.06000","5.21000"
"07.09.2004","Tue","4.64750","4.75750","4.86000","4.89250","4.95563","5.05750","5.19250"
"06.09.2004","Mon","5.18813","4.86250","4.86000","4.89125","4.95313","5.06000","5.20625"
"03.09.2004","Fri","4.87875","4.81313","4.85500","4.88875","4.95375","5.04938","5.18000"
"02.09.2004","Thu","5.25000","4.83375","4.85500","4.89125","4.95375","5.04063","5.16500"
"01.09.2004","Wed","4.69469","4.77625","4.85125","4.88875","4.95438","5.03875","5.15875"
"31.08.2004","Tue","4.69375","4.78625","4.85375","4.89500","4.96250","5.07625","5.22750"
"27.08.2004","Fri","4.63438","4.79250","4.85125","4.89500","4.96000","5.07500","5.23875"
"26.08.2004","Thu","5.37750","4.88000","4.85750","4.89750","4.96375","5.08250","5.25250"
"25.08.2004","Wed","4.72375","4.81063","4.85625","4.89625","4.96250","5.08125","5.25875"
"24.08.2004","Tue","4.93969","4.83000","4.85750","4.89625","4.96250","5.08125","5.24875"
"23.08.2004","Mon","4.70625","4.79250","4.85313","4.89438","4.96125","5.07688","5.24125"
"20.08.2004","Fri","4.72125","4.79531","4.84938","4.88938","4.96000","5.06563","5.21438"
"19.08.2004","Thu","4.88375","4.82563","4.85375","4.89250","4.96125","5.06938","5.21875"
"18.08.2004","Wed","4.81031","4.81750","4.85500","4.89125","4.95875","5.07375","5.22625"
"17.08.2004","Tue","4.76875","4.83500","4.85375","4.89375","4.96000","5.08000","5.24375"
"16.08.2004","Mon","5.06031","4.93188","4.85625","4.89625","4.96250","5.07375","5.21875"
"13.08.2004","Fri","4.76250","4.85750","4.85375","4.89625","4.96000","5.08125","5.23000"
"12.08.2004","Thu","4.76000","4.87125","4.85500","4.89625","4.96250","5.09000","5.24875"
"11.08.2004","Wed","4.68313","4.81313","4.84375","4.89250","4.96125","5.09000","5.26500"
"10.08.2004","Tue","4.64000","4.75625","4.84125","4.89125","4.96000","5.08125","5.24000"
"09.08.2004","Mon","4.63000","4.77250","4.84250","4.89625","4.96000","5.07625","5.24125"
"06.08.2004","Fri","4.88375","4.84625","4.84250","4.89500","4.97500","5.10250","5.27750"
"05.08.2004","Thu","4.71219","4.72625","4.83750","4.89625","4.98000","5.13688","5.36375"
"04.08.2004","Wed","3.85625","4.62625","4.81938","4.89063","4.97438","5.12750","5.36125"
"03.08.2004","Tue","4.06031","4.56031","4.80125","4.87625","4.96500","5.12938","5.37000"
"02.08.2004","Mon","4.19500","4.43813","4.78063","4.86000","4.94938","5.11875","5.34125"
"30.07.2004","Fri","4.32281","4.36625","4.76000","4.84625","4.93875","5.11500","5.37750"
"29.07.2004","Thu","4.99375","4.50000","4.75000","4.84000","4.93063","5.09750","5.35125"
"28.07.2004","Wed","5.01375","4.55000","4.74250","4.83750","4.93000","5.09313","5.34375"
"27.07.2004","Tue","4.56000","4.50375","4.72750","4.83500","4.92875","5.09250","5.33750"
"26.07.2004","Mon","4.66125","4.56406","4.72000","4.81875","4.91875","5.08625","5.33750"
"23.07.2004","Fri","4.43969","4.52250","4.69000","4.80375","4.90000","5.06250","5.31750"
"22.07.2004","Thu","4.39750","4.55875","4.67375","4.77875","4.87625","5.04000","5.28000"
"21.07.2004","Wed","4.45750","4.52250","4.63500","4.73500","4.83500","5.00625","5.23375"
"20.07.2004","Tue","4.61563","4.56031","4.62750","4.72875","4.83000","4.98375","5.17500"
"19.07.2004","Mon","4.38625","4.50000","4.61625","4.72500","4.82875","4.99000","5.18375"
"16.07.2004","Fri","4.56438","4.56063","4.61875","4.72625","4.83000","5.01875","5.25438"
"15.07.2004","Thu","4.56438","4.53250","4.60375","4.72000","4.82875","5.02000","5.25625"
"14.07.2004","Wed","4.37938","4.50000","4.60453","4.72000","4.82750","5.01875","5.26469"
"13.07.2004","Tue","4.50000","4.55125","4.60625","4.72000","4.83000","5.02125","5.26750"
"12.07.2004","Mon","4.50000","4.56188","4.60625","4.72000","4.82875","5.01000","5.24750"
"09.07.2004","Fri","4.60000","4.56188","4.60125","4.71750","4.83000","5.00750","5.23875"
"08.07.2004","Thu","4.50375","4.56031","4.60875","4.71938","4.83000","5.01000","5.25000"
"07.07.2004","Wed","4.38063","4.55750","4.60750","4.71875","4.83000","5.00875","5.25625"
"06.07.2004","Tue","4.37750","4.50000","4.59500","4.71625","4.82500","5.00375","5.23750"
"05.07.2004","Mon","4.43063","4.50375","4.59500","4.71875","4.82500","5.00000","5.22625"
"02.07.2004","Fri","4.40000","4.50000","4.59750","4.72000","4.82625","5.01875","5.25000"
"01.07.2004","Thu","4.40125","4.44469","4.60250","4.72375","4.82625","5.01750","5.24500"
"30.06.2004","Wed","4.87875","4.58188","4.62500","4.73750","4.84375","5.03750","5.28125"
"29.06.2004","Tue","4.75000","4.68844","4.63000","4.73250","4.84125","5.03500","5.28125"
"28.06.2004","Mon","4.62875","4.63000","4.62750","4.73250","4.84375","5.02000","5.25625"
"25.06.2004","Fri","4.50000","4.62625","4.62000","4.73188","4.84375","5.02000","5.27000"
"24.06.2004","Thu","4.46750","4.55875","4.61250","4.72375","4.84250","5.02250","5.27750"
"23.06.2004","Wed","4.68938","4.58031","4.61000","4.72625","4.84250","5.04000","5.31500"
"22.06.2004","Tue","4.43563","4.51375","4.60500","4.71875","4.83625","5.04500","5.33563"
"21.06.2004","Mon","4.43688","4.50000","4.60125","4.71625","4.82875","5.05000","5.33625"
"18.06.2004","Fri","4.38000","4.50000","4.59875","4.71500","4.82250","5.06125","5.37250"
"17.06.2004","Thu","4.43813","4.50000","4.60000","4.71750","4.82750","5.07375","5.40625"
"16.06.2004","Wed","4.68938","4.51875","4.60188","4.71250","4.82250","5.03750","5.33250"
"15.06.2004","Tue","4.49625","4.57031","4.62063","4.71875","4.82375","5.06625","5.39625"
"14.06.2004","Mon","4.50000","4.58531","4.61375","4.71000","4.81375","5.05500","5.38500"
"11.06.2004","Fri","4.50000","4.52750","4.60000","4.69250","4.79063","5.02125","5.33125"
"10.06.2004","Thu","4.39125","4.50000","4.55625","4.66750","4.76625","4.99750","5.35000"
"09.06.2004","Wed","3.81031","4.38438","4.53125","4.64125","4.75250","4.96875","5.32125"
"08.06.2004","Tue","3.90125","4.26750","4.49625","4.61750","4.73500","4.95750","5.31125"
"07.06.2004","Mon","4.00000","4.25000","4.49000","4.60500","4.72000","4.94625","5.29625"
"04.06.2004","Fri","4.06063","4.12438","4.48750","4.59875","4.71375","4.93250","5.28438"
"03.06.2004","Thu","4.47000","4.25000","4.49125","4.59625","4.70375","4.92625","5.28000"
"02.06.2004","Wed","4.75000","4.41719","4.49250","4.58500","4.69000","4.91750","5.26750"
"01.06.2004","Tue","4.62438","4.43969","4.47750","4.56625","4.67000","4.89625","5.25000"
"28.05.2004","Fri","4.62563","4.50000","4.46500","4.55500","4.65750","4.87000","5.22000"
"27.05.2004","Thu","4.31938","4.37375","4.44625","4.52500","4.63625","4.85375","5.18625"
"26.05.2004","Wed","4.31000","4.37188","4.44313","4.51688","4.62625","4.83875","5.17000"
"25.05.2004","Tue","4.26125","4.31938","4.44500","4.51750","4.62125","4.84375","5.18250"
"24.05.2004","Mon","4.25375","4.32438","4.44313","4.51313","4.61813","4.85125","5.20625"
"21.05.2004","Fri","4.14813","4.30531","4.43250","4.50500","4.59125","4.79750","5.13625"
"20.05.2004","Thu","4.22125","4.33656","4.43688","4.49250","4.56750","4.78875","5.13625"
"19.05.2004","Wed","4.50000","4.43656","4.43125","4.47625","4.54563","4.77875","5.13375"
"18.05.2004","Tue","4.35250","4.40203","4.41500","4.45375","4.50438","4.69125","5.00125"
"17.05.2004","Mon","4.40000","4.42250","4.41625","4.45125","4.49438","4.69188","5.00500"
"14.05.2004","Fri","4.50000","4.42625","4.41875","4.44625","4.48375","4.70250","5.04625"
"13.05.2004","Thu","4.38750","4.37750","4.41625","4.44500","4.47750","4.68875","5.02125"
"12.05.2004","Wed","4.38813","4.38938","4.41500","4.44000","4.47250","4.66500","4.96500"
"11.05.2004","Tue","4.41719","4.38563","4.41000","4.44125","4.47250","4.65750","4.94250"
"10.05.2004","Mon","4.27875","4.32813","4.40500","4.43875","4.47188","4.65625","4.95875"
"07.05.2004","Fri","4.26000","4.35438","4.39000","4.41625","4.44875","4.62500","4.89500"
"06.05.2004","Thu","4.00000","4.18438","4.34688","4.39063","4.44250","4.59938","4.83250"
"05.05.2004","Wed","3.56188","4.18688","4.32875","4.37750","4.44125","4.59750","4.83875"
"04.05.2004","Tue","3.68688","4.06531","4.31000","4.37000","4.43875","4.60500","4.86250"
"30.04.2004","Fri","4.18938","4.09781","4.27250","4.36000","4.43375","4.60500","4.88500"
"29.04.2004","Thu","4.61875","4.00375","4.26625","4.35625","4.42625","4.59750","4.88750"
"28.04.2004","Wed","4.56813","3.95875","4.24375","4.34875","4.42000","4.57750","4.85375"
"27.04.2004","Tue","4.62563","4.06063","4.24375","4.34750","4.42000","4.57125","4.83750"
"26.04.2004","Mon","4.43688","4.21375","4.24875","4.34125","4.42063","4.57250","4.84500"
"23.04.2004","Fri","4.25000","4.24125","4.21500","4.30500","4.39125","4.53250","4.76625"
"22.04.2004","Thu","3.62500","3.94313","4.17750","4.28625","4.38000","4.53875","4.79375"
"21.04.2004","Wed","3.68563","4.01625","4.18750","4.28625","4.38625","4.55500","4.82000"
"20.04.2004","Tue","3.80750","4.12500","4.17813","4.28188","4.37938","4.55250","4.80250"
"19.04.2004","Mon","3.59625","3.94188","4.14375","4.26125","4.36875","4.54750","4.81125"
"16.04.2004","Fri","3.60250","3.82063","4.13188","4.26188","4.37000","4.55000","4.81625"
"15.04.2004","Thu","3.64500","3.87625","4.13625","4.26375","4.37000","4.55125","4.81875"
"14.04.2004","Wed","4.37938","3.99625","4.16125","4.27000","4.37563","4.55250","4.82125"
"13.04.2004","Tue","4.21250","4.18438","4.17125","4.27250","4.37688","4.54625","4.80875"
"08.04.2004","Thu","3.84344","4.00000","4.21125","4.31375","4.40000","4.58500","4.83875"
"07.04.2004","Wed","3.50000","3.96500","4.20875","4.31625","4.40125","4.57625","4.82000"
"06.04.2004","Tue","3.56188","3.89625","4.19875","4.31750","4.40625","4.57875","4.83250"
"05.04.2004","Mon","3.68875","3.89750","4.20500","4.32625","4.41000","4.58250","4.84375"
"02.04.2004","Fri","3.75000","3.87938","4.14875","4.27813","4.37625","4.53500","4.76375"
"01.04.2004","Thu","3.72625","3.87813","4.16000","4.27750","4.37125","4.52625","4.74875"
"31.03.2004","Wed","3.75750","3.87938","4.18875","4.28688","4.37500","4.52750","4.75500"
"30.03.2004","Tue","4.62313","4.25000","4.23625","4.29813","4.37813","4.52125","4.73375"
"29.03.2004","Mon","4.25375","4.21750","4.23250","4.29375","4.37000","4.51250","4.72375"
"26.03.2004","Fri","4.14750","4.25000","4.21219","4.26781","4.35125","4.47438","4.67180"
"25.03.2004","Thu","4.12688","4.16219","4.20750","4.26250","4.33938","4.47500","4.67438"
"24.03.2004","Wed","3.75000","4.03375","4.17188","4.23125","4.32625","4.46750","4.67375"
"23.03.2004","Tue","3.75000","3.98875","4.15688","4.22500","4.31688","4.45500","4.67375"
"22.03.2004","Mon","3.92969","4.00000","4.15625","4.22375","4.31375","4.44625","4.66750"
"19.03.2004","Fri","3.88438","4.00000","4.13188","4.19875","4.29500","4.44375","4.66250"
"18.03.2004","Thu","3.87938","4.00000","4.12375","4.19375","4.28375","4.42563","4.62625"
"17.03.2004","Wed","3.75000","3.94500","4.11875","4.19125","4.28125","4.41125","4.60500"
"16.03.2004","Tue","3.75750","3.93906","4.11625","4.18250","4.27563","4.38625","4.55250"
"15.03.2004","Mon","3.75000","3.90500","4.11375","4.18250","4.27125","4.38750","4.54750"
"12.03.2004","Fri","3.75000","3.91094","4.11313","4.18750","4.27125","4.39000","4.55500"
"11.03.2004","Thu","3.68906","3.89625","4.11500","4.18875","4.27625","4.40625","4.58625"
"10.03.2004","Wed","3.75000","3.87625","4.11250","4.19125","4.27500","4.41375","4.60000"
"09.03.2004","Tue","4.12438","4.09625","4.14813","4.21250","4.28750","4.42500","4.60375"
"08.03.2004","Mon","4.50000","4.20125","4.16813","4.21500","4.28625","4.42500","4.61125"
"05.03.2004","Fri","4.25000","4.18656","4.17125","4.20875","4.27188","4.42750","4.66500"
"04.03.2004","Thu","4.32063","4.18438","4.17375","4.21000","4.26875","4.41000","4.66000"
"03.03.2004","Wed","3.89500","4.08156","4.16750","4.20000","4.25125","4.40500","4.65625"
"02.03.2004","Tue","4.03125","4.09188","4.15625","4.19125","4.23500","4.37250","4.62000"
"01.03.2004","Mon","4.15500","4.12750","4.15500","4.18375","4.22406","4.36250","4.59875"
"27.02.2004","Fri","3.75000","4.04000","4.12063","4.16688","4.20438","4.32438","4.54688"
"26.02.2004","Thu","3.75000","3.97500","4.11688","4.15313","4.19875","4.32063","4.54375"
"25.02.2004","Wed","4.25000","4.13375","4.13438","4.16063","4.19750","4.31625","4.54125"
"24.02.2004","Tue","4.50000","4.18063","4.13563","4.16250","4.19125","4.31625","4.55125"
"23.02.2004","Mon","4.62813","4.26375","4.14125","4.15625","4.18375","4.31625","4.55625"
"20.02.2004","Fri","4.22875","4.18656","4.10563","4.13250","4.17000","4.30000","4.53000"
"19.02.2004","Thu","3.75750","3.94500","4.08938","4.12438","4.16625","4.29750","4.52625"
"18.02.2004","Wed","4.50000","4.14750","4.10297","4.12188","4.15953","4.26500","4.45375"
"17.02.2004","Tue","4.74375","4.13766","4.10438","4.12063","4.15891","4.26500","4.44344"
"16.02.2004","Mon","5.00000","4.25000","4.10375","4.12000","4.15750","4.26750","4.45250"
"13.02.2004","Fri","4.49000","4.25000","4.11625","4.12250","4.15828","4.26125","4.45500"
"12.02.2004","Thu","4.98500","4.12438","4.09000","4.11750","4.15578","4.27500","4.48250"
"11.02.2004","Wed","4.84750","4.12500","4.09125","4.11250","4.16000","4.28500","4.52500"
"10.02.2004","Tue","4.37375","4.10938","4.08625","4.10875","4.15578","4.27766","4.49500"
"09.02.2004","Mon","4.69719","4.18531","4.09422","4.11750","4.15578","4.29375","4.51000"
"06.02.2004","Fri","3.61125","3.86563","4.05875","4.10547","4.15953","4.31156","4.57875"
"05.02.2004","Thu","3.75000","3.90313","4.05500","4.10500","4.15578","4.29625","4.54500"
"04.02.2004","Wed","3.12500","3.88500","4.02766","4.10000","4.15203","4.29250","4.54250"
"03.02.2004","Tue","3.30750","3.75000","3.99750","4.07750","4.14500","4.29375","4.54500"
"02.02.2004","Mon","3.43938","3.69031","3.99250","4.07500","4.14500","4.29625","4.56906"
"30.01.2004","Fri","3.96219","3.68531","3.98125","4.07125","4.14500","4.29375","4.58000"
"29.01.2004","Thu","4.43313","3.70750","3.97500","4.06906","4.14250","4.29375","4.57250"
"28.01.2004","Wed","4.22250","3.73125","3.95000","4.05375","4.11250","4.26125","4.52625"
"27.01.2004","Tue","3.44219","3.61875","3.94625","4.04625","4.11000","4.26375","4.53891"
"26.01.2004","Mon","3.59250","3.75000","3.95000","4.04266","4.09922","4.24750","4.51750"
"23.01.2004","Fri","3.39578","3.66875","3.91203","4.00000","4.06656","4.21734","4.47500"
"22.01.2004","Thu","3.98750","3.70375","3.90953","3.98250","4.03891","4.18094","4.41250"
"21.01.2004","Wed","4.21844","3.87875","3.91141","3.97234","4.03125","4.17750","4.41250"
"20.01.2004","Tue","3.50000","3.74375","3.90328","3.96609","4.02766","4.17625","4.41500"
"19.01.2004","Mon","3.81094","3.83438","3.90203","3.96359","4.02516","4.16625","4.39125"
"16.01.2004","Fri","3.48000","3.69500","3.86625","3.95125","4.02375","4.16078","4.37063"
"15.01.2004","Thu","3.48375","3.69469","3.86125","3.94625","4.01625","4.15828","4.37000"
"14.01.2004","Wed","3.48625","3.67188","3.85625","3.94594","4.01813","4.15203","4.36250"
"13.01.2004","Tue","4.50000","3.83281","3.88500","3.95984","4.02375","4.14625","4.32750"
"12.01.2004","Mon","3.93938","3.86750","3.89000","3.96234","4.02250","4.15250","4.34875"
"09.01.2004","Fri","3.95594","3.87813","3.89125","3.97359","4.03891","4.19375","4.44125"
"08.01.2004","Thu","4.00000","3.87688","3.90578","3.99250","4.05906","4.22000","4.50875"
"07.01.2004","Wed","3.72000","3.86688","3.90703","3.99375","4.05500","4.21734","4.50500"
"06.01.2004","Tue","3.88375","3.87750","3.90578","3.99250","4.04500","4.21484","4.49625"
"05.01.2004","Mon","3.81188","3.87813","3.90875","3.99250","4.04266","4.21234","4.50750"
"02.01.2004","Fri","3.44500","3.65000","3.89625","3.98000","4.03563","4.17000","4.42875"
"31.12.2003","Wed","3.41563","3.64625","3.90125","3.97875","4.03750","4.17000","4.43375"
"30.12.2003","Tue","3.75000","3.87750","3.94719","3.99375","4.04125","4.16125","4.40875"
"29.12.2003","Mon","4.12063","4.00000","3.94750","3.99250","4.04000","4.15500","4.38625"
"24.12.2003","Wed","3.62688","3.82406","3.93719","3.97625","4.03391","4.15828","4.40000"
"23.12.2003","Tue","4.00000","3.91125","3.94375","3.97250","4.03078","4.15391","4.39875"
"22.12.2003","Mon","3.94625","3.91969","3.94594","3.96859","4.02625","4.15078","4.39625"
"19.12.2003","Fri","4.00000","3.92469","3.92719","3.95734","4.02188","4.14875","4.38313"
"18.12.2003","Thu","3.75375","3.87063","3.90703","3.94875","4.01500","4.13500","4.36500"
"17.12.2003","Wed","3.83125","3.87500","3.90453","3.95125","4.02063","4.14250","4.37688"
"16.12.2003","Tue","3.50000","3.80375","3.89891","3.94438","4.01500","4.14703","4.37688"
"15.12.2003","Mon","3.50000","3.81063","3.89828","3.94625","4.02125","4.17750","4.44094"
"12.12.2003","Fri","3.50000","3.81469","3.87813","3.93469","4.01375","4.18344","4.47625"
"11.12.2003","Thu","3.76125","3.85875","3.88125","3.93719","4.01625","4.19219","4.50188"
"10.12.2003","Wed","3.75000","3.81469","3.87438","3.93500","4.01250","4.18969","4.50375"
"09.12.2003","Tue","3.69063","3.76125","3.86250","3.93250","4.00750","4.17500","4.48000"
"08.12.2003","Mon","4.25000","3.93656","3.86750","3.93125","4.01375","4.17875","4.47875"
"05.12.2003","Fri","3.71125","3.79875","3.84672","3.91938","4.00250","4.18531","4.51000"
"04.12.2003","Thu","4.25000","3.87813","3.85047","3.92625","4.00500","4.20750","4.56375"
"03.12.2003","Wed","4.00000","3.81781","3.83938","3.91688","3.99625","4.21234","4.58547"
"02.12.2003","Tue","4.12438","3.84297","3.82750","3.91250","3.99500","4.21547","4.59609"
"01.12.2003","Mon","4.35563","3.88938","3.82875","3.91203","3.99500","4.21484","4.59734"
"28.11.2003","Fri","3.93906","3.75000","3.80594","3.89563","3.98313","4.20188","4.58734"
"27.11.2003","Thu","3.41094","3.63375","3.80250","3.89500","3.98125","4.19344","4.57500"
"26.11.2003","Wed","3.56219","3.63500","3.81156","3.89375","3.97875","4.18094","4.54250"
"25.11.2003","Tue","4.00000","3.75000","3.81781","3.89625","3.98375","4.17844","4.53875"
"24.11.2003","Mon","3.75000","3.75000","3.82938","3.89828","3.98313","4.15953","4.48000"
"21.11.2003","Fri","3.88375","3.78500","3.83375","3.90203","3.98250","4.16016","4.47750"
"20.11.2003","Thu","3.40125","3.65625","3.81781","3.90328","3.98250","4.15453","4.46500"
"19.11.2003","Wed","3.44375","3.62438","3.82031","3.89875","3.98125","4.14500","4.43344"
"18.11.2003","Tue","3.75000","3.77875","3.84297","3.90828","3.98000","4.15453","4.46234"
"17.11.2003","Mon","3.69063","3.80563","3.83875","3.90500","3.97938","4.14953","4.44875"
"14.11.2003","Fri","3.87813","3.81844","3.83125","3.89375","3.97688","4.15578","4.47500"
"13.11.2003","Thu","3.69469","3.75000","3.82750","3.89000","3.97750","4.15703","4.49000"
"12.11.2003","Wed","3.63188","3.72375","3.82500","3.88625","3.97625","4.16203","4.51250"
"11.11.2003","Tue","4.13313","3.81188","3.82750","3.88625","3.97375","4.15328","4.49500"
"10.11.2003","Mon","3.43719","3.62938","3.81156","3.88500","3.97625","4.17250","4.53891"
"07.11.2003","Fri","3.50000","3.62688","3.81531","3.88625","3.98250","4.17500","4.56906"
"06.11.2003","Thu","3.56469","3.66000","3.80781","3.88750","3.99125","4.16875","4.55406"
"05.11.2003","Wed","2.99125","3.60938","3.78000","3.88500","3.98625","4.15953","4.54625"
"04.11.2003","Tue","3.08656","3.50875","3.78000","3.87688","3.98000","4.16125","4.56156"
"03.11.2003","Mon","3.15875","3.38188","3.77500","3.86875","3.97234","4.14125","4.54891"
"31.10.2003","Fri","3.25000","3.31313","3.74625","3.83672","3.94750","4.11938","4.48875"
"30.10.2003","Thu","3.82219","3.50000","3.75375","3.83625","3.94094","4.12063","4.51125"
"29.10.2003","Wed","3.75000","3.50000","3.73750","3.83250","3.92750","4.10125","4.49250"
"28.10.2003","Tue","3.26750","3.44063","3.73250","3.83125","3.92500","4.10125","4.50500"
"27.10.2003","Mon","3.50000","3.55375","3.73000","3.82406","3.92125","4.08500","4.48250"
"24.10.2003","Fri","3.67125","3.61875","3.70938","3.79016","3.88625","4.07375","4.46359"
"23.10.2003","Thu","4.00000","3.65125","3.69094","3.78141","3.87438","4.04125","4.41875"
"22.10.2003","Wed","3.16938","3.39188","3.66500","3.76375","3.85875","4.03641","4.43844"
"21.10.2003","Tue","3.25000","3.50000","3.63750","3.70250","3.77375","3.95750","4.33500"
"20.10.2003","Mon","3.32438","3.44188","3.64375","3.70500","3.77250","3.95750","4.33625"
"17.10.2003","Fri","3.15375","3.39125","3.62313","3.69875","3.76625","3.95125","4.32625"
"16.10.2003","Thu","3.20875","3.42813","3.61250","3.69094","3.75250","3.92844","4.27625"
"15.10.2003","Wed","3.22500","3.38500","3.62188","3.68750","3.75000","3.91750","4.26625"
"14.10.2003","Tue","3.75000","3.60000","3.64375","3.68469","3.74500","3.89625","4.22234"
"13.10.2003","Mon","3.44625","3.56000","3.63500","3.68000","3.73750","3.88625","4.18719"
"10.10.2003","Fri","3.74375","3.63313","3.63500","3.68094","3.73875","3.88500","4.17750"
"09.10.2003","Thu","3.58063","3.50250","3.66750","3.69750","3.75250","3.89500","4.18969"
"08.10.2003","Wed","3.37438","3.50000","3.66625","3.69875","3.75250","3.89875","4.22375"
"07.10.2003","Tue","3.27500","3.44469","3.65250","3.68844","3.74375","3.87813","4.17000"
"06.10.2003","Mon","3.23125","3.43906","3.65125","3.68719","3.74500","3.88875","4.19094"
"03.10.2003","Fri","3.25750","3.38375","3.63625","3.67625","3.72375","3.84250","4.08875"
"02.10.2003","Thu","3.25000","3.38750","3.63875","3.67500","3.72125","3.81781","4.02625"
"01.10.2003","Wed","3.25000","3.44250","3.64875","3.68750","3.72125","3.80500","3.97875"
"30.09.2003","Tue","3.86563","3.63250","3.69375","3.70539","3.72500","3.82625","4.03391"
"29.09.2003","Mon","4.00000","3.75000","3.69500","3.70375","3.72250","3.81781","4.01875"
"26.09.2003","Fri","3.50000","3.65000","3.67625","3.69125","3.71609","3.80875","4.02500"
"25.09.2003","Thu","4.06531","3.75000","3.67969","3.69219","3.71609","3.80250","4.01000"
"24.09.2003","Wed","3.37750","3.59063","3.66063","3.68406","3.71547","3.82375","4.08188"
"23.09.2003","Tue","3.75000","3.62813","3.66328","3.68469","3.71359","3.81906","4.08250"
"22.09.2003","Mon","3.38313","3.50375","3.66016","3.68344","3.71234","3.81969","4.07625"
"19.09.2003","Fri","3.66250","3.62563","3.66203","3.68344","3.71359","3.83000","4.09172"
"18.09.2003","Thu","3.37563","3.50000","3.65703","3.68469","3.71359","3.82875","4.08797"
"17.09.2003","Wed","3.37688","3.50000","3.65750","3.68000","3.69750","3.82500","4.10375"
"16.09.2003","Tue","3.75000","3.57406","3.65766","3.67750","3.68969","3.77750","4.00375"
"15.09.2003","Mon","3.25000","3.50000","3.65500","3.67500","3.68906","3.77125","3.97750"
"12.09.2003","Fri","3.25000","3.43563","3.65250","3.67844","3.68656","3.77391","4.01500"
"11.09.2003","Thu","3.22375","3.45875","3.66078","3.67844","3.68969","3.77000","3.97875"
"10.09.2003","Wed","3.81219","3.63688","3.66500","3.67875","3.69125","3.78125","4.01125"
"09.09.2003","Tue","3.25000","3.54750","3.65953","3.67750","3.68844","3.78516","4.01500"
"08.09.2003","Mon","3.50000","3.66469","3.66500","3.67969","3.69094","3.76500","3.99625"
"05.09.2003","Fri","3.66813","3.67563","3.65375","3.66625","3.67750","3.77750","4.05125"
